x,y,z,t
0.0024835707650561634,1.00699677718293,0.0766241086251281,0.0
-0.00018081308493864972,1.0047733183390377,0.0792717603603516,0.01001001001001001
0.004259446994841401,1.0005984503444936,0.07602532527100798,0.02002002002002002
0.009146624395119578,0.9972157604686859,0.07843940586888357,0.03003003003003003
0.0008711414369707082,1.0040917027254863,0.07050164635377751,0.04004004004004004
0.0013816065765035865,1.0027181494686335,0.08102541199924045,0.050050050050050046
0.010958675808246632,1.0053768182557385,0.0799529123079022,0.06006006006006006
0.00741003053194657,1.0042268326541823,0.07584810105243384,0.07007007007007007
0.001735642367089984,1.0064488492348398,0.08321514976822728,0.08008008008008008
0.007305871651683859,0.9986750107814965,0.0845908674282878,0.09009009009009009
0.0027859273068956514,1.0080882461634963,0.0718480310029431,0.10010010010010009
0.003284186017158946,1.0026393493162764,0.07605373848242578,0.11011011011011011
0.0073323273135140555,1.0121777162215113,0.07600190135846345,0.12012012012012012
-0.0029343544570840344,0.9985055170883387,0.07512706725205334,0.13013013013013014
-0.0014831744589991664,1.010781301916743,0.0839516457924275,0.14014014014014015
0.004839169612634677,1.0032410445891453,0.07881154916650217,0.15015015015015015
0.0030954563258193206,0.9991443881206862,0.07843323368181969,0.16016016016016016
0.010239652872670488,1.0001320147788348,0.06971034416326237,0.17017017017017017
0.004636887233033622,1.0010996502095098,0.08287931464121014,0.18018018018018017
0.002623855134176445,1.0049721349227052,0.07347722178825107,0.19019019019019018
0.0175217456611119,1.0056153753579595,0.07994318733374187,0.20020020020020018
0.009572498157289253,1.0002825635603116,0.08099914084018368,0.21021021021021022
0.011546635722345367,1.0031791278645672,0.08638300306670874,0.22022022022022023
0.0045925935379709515,1.0141620600972083,0.07300178443972193,0.23023023023023023
0.009501472889371657,1.0122382005143722,0.06441322487671593,0.24024024024024024
0.013284751325418818,1.0059318469027148,0.08039365595528791,0.2502502502502503
0.007481609733147674,1.0040899560160246,0.08843931057293335,0.2602602602602603
0.01562118189833142,1.0046497701598882,0.08559255724551883,0.2702702702702703
0.011245275058886142,1.0072668417715656,0.08040591829809354,0.2802802802802803
0.013295426557957183,0.9992348895945992,0.07685796152423056,0.2902902902902903
0.012250426730584437,1.0032115310281131,0.08330900274076772,0.3003003003003003
0.02502504048432252,0.9963050140736943,0.07436163274394111,0.3103103103103103
0.016200466101633875,1.0067935288687941,0.08156585387940468,0.3203203203203203
0.011483300755546792,1.008182828503797,0.0816648450698844,0.3303303303303303
0.021388071275266988,1.0026803074325192,0.0843907016706242,0.34034034034034033
0.011674195557024753,1.013115518541206,0.09283883949118062,0.35035035035035034
0.019325362300645372,0.9992660540856945,0.08095223630756941,0.36036036036036034
0.008984875311422388,0.9982222570244484,0.07639368625724169,0.37037037037037035
0.012644016049077032,1.0068155895459996,0.07875771222582335,0.38038038038038036
0.020770499275855427,1.011077969651393,0.0699860159184265,0.39039039039039036
0.023979286934127306,1.014411211593168,0.07530237448710876,0.40040040040040037
0.021644058219118467,1.0038461927869524,0.07667280650408419,0.41041041041041043
0.020708727740780624,1.0116830038576896,0.07604078993860547,0.42042042042042044
0.020280680306806926,1.0062459862125284,0.07936375505301387,0.43043043043043044
0.014892283502463417,1.0057242628670455,0.07442936619611618,0.44044044044044045
